iter=10      res2=0.962987      err2=0.862149      errA=0.910495
iter=760      res2=1.53368e-06      err2=1.62844e-06      errA=1.4218e-06
iter=770      res2=1.59473e-06      err2=1.57857e-06      errA=1.43849e-06
iter=780      res2=1.65595e-06      err2=1.67716e-06      errA=1.45967e-06
iter=790      res2=1.67951e-06      err2=1.68492e-06      errA=1.48081e-06
iter=800      res2=1.67687e-06      err2=1.70347e-06      errA=1.48276e-06
iter=810      res2=1.68996e-06      err2=1.6812e-06      errA=1.48913e-06
iter=820      res2=1.70994e-06      err2=1.66479e-06      errA=1.49541e-06
iter=830      res2=1.70933e-06      err2=1.66144e-06      errA=1.49847e-06
iter=840      res2=1.71237e-06      err2=1.69809e-06      errA=1.49501e-06
iter=850      res2=1.71339e-06      err2=1.69616e-06      errA=1.49645e-06
iter=860      res2=1.71081e-06      err2=1.69641e-06      errA=1.49655e-06
iter=870      res2=1.71022e-06      err2=1.69651e-06      errA=1.4971e-06
iter=880      res2=1.71189e-06      err2=1.69618e-06      errA=1.49739e-06
iter=890      res2=1.71043e-06      err2=1.69604e-06      errA=1.49763e-06
iter=900      res2=1.71044e-06      err2=1.69598e-06      errA=1.49783e-06
iter=910      res2=1.71045e-06      err2=1.69597e-06      errA=1.49799e-06
iter=920      res2=1.71053e-06      err2=1.69603e-06      errA=1.49808e-06
iter=930      res2=1.7106e-06      err2=1.69601e-06      errA=1.49811e-06
iter=940      res2=1.71059e-06      err2=1.69604e-06      errA=1.49819e-06
iter=950      res2=1.71093e-06      err2=1.69602e-06      errA=1.49825e-06
iter=960      res2=1.71059e-06      err2=1.69601e-06      errA=1.49818e-06
iter=970      res2=1.71059e-06      err2=1.69601e-06      errA=1.49818e-06
iter=980      res2=1.7106e-06      err2=1.69601e-06      errA=1.49818e-06
iter=990      res2=1.7106e-06      err2=1.69601e-06      errA=1.49818e-06
