,,,,||xbar||_A,1870.562683,,,,,,,,,,
Julia_default,Julia_64,Julia_128,Julia_1024,Matlab_default,Matlab_1024,,Matlab_default_absolute^2,Matlab_1024_absolute^2,,Julia_default,Julia_64,Julia_128,Julia_1024,Matlab_default,Matlab_1024
5.96E-07,1.07E-12,3069.163222,4.05E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.73E-07,1.07E-12,4441.521983,8.16E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.11E-07,1.07E-12,2429.468443,9.80E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
8.34E-07,1.07E-12,4563.256837,4.18E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.87E-07,1.07E-12,2970.585706,7.28E+136,3.49951E-11,0,,4.29E-15,,,,,,,,
5.33E-07,1.07E-12,1519.485315,8.23E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.24E-07,1.07E-12,1983.45361,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.97E-07,1.07E-12,1330.133996,1.55E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.21E-07,1.07E-12,3138.595771,7.31E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.77E-07,1.07E-12,4188.584356,2.34E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.54E-07,1.07E-12,2748.242342,9.84E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.54E-07,1.07E-12,2837.578238,1.10E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.67E-07,1.07E-12,2102.879814,1.52E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.17E-07,1.07E-12,2251.439947,1.61E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.15E-07,1.07E-12,5129.399386,8.94E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.27E-07,1.07E-12,2089.648297,1.43E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.88E-07,1.07E-12,3003.963944,9.78E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.15E-07,1.07E-12,1292.126086,1.46E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.82E-07,1.07E-12,1482.835504,1.50E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.77E-07,1.07E-12,1092.343859,6.50E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.14E-07,1.07E-12,3283.223425,1.04E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.64E-07,1.07E-12,4017.456184,1.05E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.71E-07,1.07E-12,5849.953455,2.46E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.02E-07,1.07E-12,4215.256308,3.74E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.13E-07,1.07E-12,4388.206122,1.17E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.02E-07,1.07E-12,3992.809033,1.42E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.26E-07,1.07E-12,3176.445036,9.71E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.50E-08,1.07E-12,4564.423264,1.03E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.98E-08,1.07E-12,4324.444137,1.08E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.76E-07,1.07E-12,2254.854792,4.66E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.90E-07,1.07E-12,2759.047165,3.80E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.37E-07,1.07E-12,3718.564584,1.02E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.42E-07,1.07E-12,693.0155277,1.36E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.99E-07,1.07E-12,2821.495079,1.55E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.67E-07,1.07E-12,2632.143939,2.92E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.79E-07,1.07E-12,1324.688134,1.08E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.30E-07,1.07E-12,3329.799326,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.07E-08,1.07E-12,2129.896002,9.42E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.88E-07,1.07E-12,1663.886985,6.35E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.29E-07,1.07E-12,2950.513291,9.85E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.78E-07,1.07E-12,2568.520348,1.20E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.86E-07,1.07E-12,901.6040896,9.80E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.24E-07,1.07E-12,1682.918119,1.17E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.31E-07,1.07E-12,882.7897683,1.42E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.08E-07,1.07E-12,2147.345639,9.46E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.32E-07,1.07E-12,2756.16292,1.45E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.32E-07,1.07E-12,3327.888562,1.51E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.35E-07,1.07E-12,3995.721222,1.44E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.20E-07,1.07E-12,3848.298646,9.85E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.86E-07,1.07E-12,2551.150323,1.13E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.30E-07,1.07E-12,2473.149187,1.43E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.79E-07,1.07E-12,354.9987084,1.12E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.77E-07,1.07E-12,2255.663557,7.81E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.39E-07,1.07E-12,1568.972541,1.03E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.30E-07,1.07E-12,4591.285733,4.17E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.66E-07,1.07E-12,2465.724995,1.50E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.08E-07,1.07E-12,3327.356557,1.51E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.99E-07,1.07E-12,3856.685469,1.42E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.71E-07,1.07E-12,3498.416715,1.44E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.92E-08,1.07E-12,2110.92021,1.05E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.96E-07,1.07E-12,2159.825725,4.37E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
5.91E-07,1.07E-12,4665.569475,2.89E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.67E-07,1.07E-12,4492.860249,3.77E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.26E-07,1.07E-12,3634.274911,1.44E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.15E-07,1.07E-12,638.1283805,4.29E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.94E-07,1.07E-12,1199.013598,2.66E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.05E-07,1.07E-12,1518.868952,9.77E+136,3.49951E-11,0,,4.29E-15,,,,,,,,
7.05E-07,1.07E-12,2409.424955,9.56E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
5.15E-07,1.07E-12,2188.01128,1.15E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.50E-07,1.07E-12,1940.226041,1.27E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.33E-07,1.07E-12,2978.780093,3.70E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.76E-07,1.07E-12,1468.280755,1.22E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.77E-07,1.07E-12,510.6133279,4.16E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
1.35E-07,1.07E-12,4129.66275,1.51E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.69E-07,1.07E-12,3512.848456,3.94E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
3.77E-07,1.07E-12,3343.782474,6.77E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
4.43E-07,1.07E-12,2494.924848,9.61E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.26E-07,1.07E-12,3596.351041,6.61E+136,3.49951E-11,0,,4.29E-15,,,,,,,,
5.69E-07,1.07E-12,1061.789283,8.52E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.25E-07,1.07E-12,2888.875777,9.86E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
6.20E-07,1.07E-12,3937.944628,9.71E+137,3.49951E-11,0,,4.29E-15,,,,,,,,
2.49E-07,1.07E-12,1482.211871,1.66E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.60E-07,1.07E-12,5694.770152,1.08E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.20E-07,1.07E-12,2131.656268,1.16E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.08E-07,1.07E-12,3091.843566,1.15E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.89E-07,1.07E-12,1564.206529,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.84E-07,1.07E-12,1510.624288,1.07E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.46E-07,1.07E-12,4857.962291,1.15E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.30E-07,1.07E-12,3621.939187,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.63E-07,1.07E-12,3495.093758,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.93E-07,1.07E-12,3696.485588,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.07E-07,1.07E-12,2588.85159,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.18E-07,1.07E-12,1132.972674,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.65E-07,1.07E-12,5079.110337,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.14E-07,1.07E-12,3911.497043,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.54E-07,1.07E-12,3071.000001,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.39E-07,1.07E-12,1692.271538,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.67E-07,1.07E-12,3234.79247,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.92E-07,1.07E-12,3146.916842,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.26E-07,1.07E-12,1085.837826,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.29E-07,1.07E-12,2490.10088,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.59E-07,1.07E-12,3220.610311,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.90E-07,1.07E-12,2623.544894,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.26E-07,1.07E-12,3554.918178,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.57E-07,1.07E-12,1964.059225,1.06E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.99E-07,1.07E-12,949.6695257,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.29E-07,1.07E-12,1433.486149,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.33E-07,1.07E-12,4535.437187,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.17E-07,1.07E-12,3113.02302,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.96E-07,1.07E-12,2611.370612,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.07E-07,1.07E-12,3537.761062,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.69E-07,1.07E-12,3349.916052,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.09E-07,1.07E-12,3644.315304,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.65E-07,1.07E-12,3506.683179,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.58E-07,1.07E-12,2427.643624,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.30E-08,1.07E-12,2110.942705,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.93E-07,1.07E-12,2473.99976,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.15E-08,1.07E-12,2753.406446,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.94E-07,1.07E-12,4019.340618,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.20E-07,1.07E-12,4776.086154,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.29E-07,1.07E-12,4531.895663,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.32E-07,1.07E-12,2326.759993,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.33E-07,1.07E-12,2920.408242,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.23E-07,1.07E-12,2337.709882,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.82E-07,1.07E-12,1562.575714,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.69E-07,1.07E-12,1278.782657,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.88E-07,1.07E-12,2816.829922,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.49E-07,1.07E-12,4631.205223,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.96E-07,1.07E-12,1927.176223,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.12E-07,1.07E-12,1530.165734,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.17E-07,1.07E-12,1874.943653,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.77E-07,1.07E-12,2289.044837,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.84E-07,1.07E-12,4632.15667,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.25E-07,1.07E-12,3709.415778,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.03E-07,1.07E-12,4098.594966,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.66E-07,1.07E-12,1278.607251,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.27E-07,1.07E-12,4365.99304,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.29E-07,1.07E-12,1893.225707,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.00E-07,1.07E-12,1908.818149,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.07E-07,1.07E-12,4033.019215,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.81E-07,1.07E-12,3798.04843,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.66E-07,1.07E-12,2880.956733,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.88E-07,1.07E-12,1795.401148,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.04E-07,1.07E-12,5508.542342,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.14E-08,1.07E-12,279.2944917,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.03E-07,1.07E-12,3101.724047,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.63E-07,1.07E-12,4305.420934,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.76E-07,1.07E-12,4575.810379,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.05E-07,1.07E-12,4462.998607,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.97E-07,1.07E-12,3133.334124,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.27E-07,1.07E-12,2669.349037,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.00E-07,1.07E-12,3181.409507,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.93E-07,1.07E-12,3430.354424,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.50E-07,1.07E-12,4858.76609,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.49E-07,1.07E-12,1498.634077,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.28E-07,1.07E-12,2438.027952,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.32E-07,1.07E-12,4069.080531,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.57E-07,1.07E-12,1098.557028,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.85E-07,1.07E-12,2464.351073,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.01E-07,1.07E-12,3587.81692,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.10E-07,1.07E-12,3220.409262,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.80E-07,1.07E-12,911.697751,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.95E-07,1.07E-12,1213.029998,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.74E-07,1.07E-12,1635.318883,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.83E-07,1.07E-12,1725.581952,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.65E-07,1.07E-12,1358.138234,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.72E-07,1.07E-12,5248.987855,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.07E-07,1.07E-12,3751.285434,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.13E-07,1.07E-12,2452.186296,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.17E-07,1.07E-12,2904.213833,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.16E-07,1.07E-12,2207.417673,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.69E-07,1.07E-12,4248.00123,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.90E-07,1.07E-12,2260.838726,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.77E-07,1.07E-12,3503.693132,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.29E-07,1.07E-12,1872.968628,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.82E-07,1.07E-12,4672.325365,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.32E-07,1.07E-12,4706.682507,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.72E-07,1.07E-12,4808.334033,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.36E-07,1.07E-12,2418.566285,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.13E-07,1.07E-12,1726.416072,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.84E-07,1.07E-12,2552.581379,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.93E-07,1.07E-12,1363.860939,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.39E-07,1.07E-12,2073.333426,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.99E-07,1.07E-12,981.7881246,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.95E-07,1.07E-12,3184.80037,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.95E-07,1.07E-12,3070.343549,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.24E-07,1.07E-12,4659.248439,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.81E-07,1.07E-12,1903.920388,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.82E-07,1.07E-12,4021.52275,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.05E-07,1.07E-12,3189.635783,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.37E-07,1.07E-12,2801.787497,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.19E-07,1.07E-12,2734.666734,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.29E-07,1.07E-12,4056.242945,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.08E-07,1.07E-12,4508.568354,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.94E-08,1.07E-12,2496.341591,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.19E-07,1.07E-12,4000.061537,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.51E-07,1.07E-12,2918.91211,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.12E-07,1.07E-12,2257.901071,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.83E-07,1.07E-12,2324.0126,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.02E-07,1.07E-12,2269.943104,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.21E-07,1.07E-12,2428.948682,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.95E-07,1.07E-12,3507.13252,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.87E-07,1.07E-12,4202.779258,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.73E-07,1.07E-12,3026.757995,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.19E-07,1.07E-12,2030.57458,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.91E-07,1.07E-12,4197.791538,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.06E-07,1.07E-12,2537.053626,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.19E-07,1.07E-12,1689.51432,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.24E-07,1.07E-12,3428.212314,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.63E-07,1.07E-12,1674.180272,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.95E-07,1.07E-12,1057.181813,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.09E-07,1.07E-12,5536.876955,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.17E-07,1.07E-12,1860.066262,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.71E-07,1.07E-12,3579.427791,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.97E-07,1.07E-12,2797.620858,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
9.72E-08,1.07E-12,2864.177788,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.68E-07,1.07E-12,5666.905691,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.75E-07,1.07E-12,1280.392007,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.04E-07,1.07E-12,4556.031607,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.17E-07,1.07E-12,566.8505455,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.30E-07,1.07E-12,1753.482836,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.55E-07,1.07E-12,1286.389659,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.40E-07,1.07E-12,2321.910417,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.55E-07,1.07E-12,2232.606778,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.98E-07,1.07E-12,4585.543443,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.64E-07,1.07E-12,1618.881397,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.09E-07,1.07E-12,1686.637449,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.79E-07,1.07E-12,1790.388596,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.38E-07,1.07E-12,3720.541743,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.59E-07,1.07E-12,2282.981771,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.52E-07,1.07E-12,3047.072358,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.10E-07,1.07E-12,988.7138687,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.91E-07,1.07E-12,722.7158509,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.77E-07,1.07E-12,2088.644691,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.98E-07,1.07E-12,2341.294754,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.68E-07,1.07E-12,2129.722556,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.60E-07,1.07E-12,2440.499032,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.27E-08,1.07E-12,3671.605574,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.67E-07,1.07E-12,1874.186069,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.09E-07,1.07E-12,2463.458318,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.77E-07,1.07E-12,2503.866074,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.24E-07,1.07E-12,2903.921027,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
8.27E-07,1.07E-12,2361.479129,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.38E-07,1.07E-12,1540.268265,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.34E-07,1.07E-12,2039.356485,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.11E-07,1.07E-12,3835.73624,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.33E-07,1.07E-12,2417.091023,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.38E-07,1.07E-12,735.9689502,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.77E-07,1.07E-12,4921.411112,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.25E-07,1.07E-12,5807.050103,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
7.72E-07,1.07E-12,2631.470004,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.34E-07,1.07E-12,3420.834013,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.28E-07,1.07E-12,1412.957398,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
1.20E-07,1.07E-12,3779.649075,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.44E-07,1.07E-12,5282.836194,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.87E-07,1.07E-12,2504.024538,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
5.51E-07,1.07E-12,2236.012871,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
6.03E-07,1.07E-12,5073.763578,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
2.92E-07,1.07E-12,2711.267116,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
3.27E-07,1.07E-12,2121.789875,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
4.66E-07,1.07E-12,4718.425995,1.14E+138,3.49951E-11,0,,4.29E-15,,,,,,,,
