anorm = sqrt((x-truex)' * la * (x-truex)), err2_a = norm(la*x-b) / norm(b), err2_b = norm(x-truex)
1000 iterations
iter = 620      errA=4174.9922802088595      err2_a=0.000613759684002782      err2_b=12.691062723225695
iter = 621      errA=4173.430747179315      err2_a=0.0006135573249541411      err2_b=12.686025544692324
iter = 622      errA=4160.7020670983475      err2_a=0.0006119100582135372      err2_b=12.644797664657899
iter = 623      errA=4123.353487762563      err2_a=0.0006069776015603864      err2_b=12.529592912607178
iter = 624      errA=4115.5980390156055      err2_a=0.0006059586426660403      err2_b=12.505290957044123
iter = 625      errA=4104.974674670053      err2_a=0.0006045431259088033      err2_b=12.473188179199841
iter = 626      errA=4083.4336357241395      err2_a=0.0006016797759451875      err2_b=12.407564511415284
iter = 627      errA=4079.2960461195594      err2_a=0.0006011315238101727      err2_b=12.394836526180345
iter = 628      errA=4048.182435225423      err2_a=0.0005970236803774536      err2_b=12.298044584484037
iter = 629      errA=3980.5561056578654      err2_a=0.0005881807078079651      err2_b=12.081394914924457
iter = 630      errA=3980.335759795888      err2_a=0.0005881509743694074      err2_b=12.08074315607523
iter = 631      errA=3945.6501484415644      err2_a=0.0005834711262811865      err2_b=11.977924459224578
iter = 632      errA=3944.830671141442      err2_a=0.0005833604472811813      err2_b=11.975497908229798
iter = 633      errA=3887.9051621174435      err2_a=0.0005757283552577723      err2_b=11.802986987469836
iter = 634      errA=3863.4696802605904      err2_a=0.0005724710102760616      err2_b=11.727494379613061
iter = 635      errA=3848.7981576547754      err2_a=0.0005705203597550666      err2_b=11.681771099334494
iter = 636      errA=3805.809198753926      err2_a=0.0005648469241307228      err2_b=11.544835064224165
iter = 637      errA=3803.786991198275      err2_a=0.0005645809685569994      err2_b=11.538322976989148
iter = 638      errA=3803.7619623236515      err2_a=0.0005645775962622195      err2_b=11.538247327356661
iter = 639      errA=3785.487462516632      err2_a=0.000562110772206021      err2_b=11.483242937328423
iter = 640      errA=3779.567156613743      err2_a=0.0005613129735646726      err2_b=11.46531811585145
iter = 641      errA=3743.603743603333      err2_a=0.0005564931083191698      err2_b=11.354580323930621
iter = 642      errA=3739.0614529851405      err2_a=0.0005558777370876465      err2_b=11.340972840332151
iter = 643      errA=3732.570120598129      err2_a=0.0005549954779594727      err2_b=11.32169117326882
iter = 644      errA=3732.519158653789      err2_a=0.0005549884810323504      err2_b=11.321544101686186
iter = 645      errA=3619.122137661452      err2_a=0.0005396281791746848      err2_b=10.979645483857135
iter = 646      errA=3617.2376113422984      err2_a=0.000539374165412317      err2_b=10.973855848516243
iter = 647      errA=3604.8618045487797      err2_a=0.0005376987222606879      err2_b=10.936260589534124
iter = 648      errA=3596.9570732340117      err2_a=0.0005366277553857907      err2_b=10.912273477466925
iter = 649      errA=3590.467295725223      err2_a=0.0005357498440731514      err2_b=10.892482552520027
iter = 650      errA=3589.752699102562      err2_a=0.0005356532375122506      err2_b=10.890298834177212
iter = 651      errA=3588.143982120941      err2_a=0.0005354357752192831      err2_b=10.885380933313298
iter = 652      errA=3567.789533732251      err2_a=0.000532643824135987      err2_b=10.825578322511253
iter = 653      errA=3558.6423712506453      err2_a=0.000531384630522118      err2_b=10.798940209017903
iter = 654      errA=3548.3571160054025      err2_a=0.0005299553901162075      err2_b=10.769785890700744
iter = 655      errA=3525.1736762533296      err2_a=0.0005267440948760301      err2_b=10.703333645240283
iter = 656      errA=3522.8754864601865      err2_a=0.0005264269068635      err2_b=10.696667585048774
iter = 657      errA=3472.006079098845      err2_a=0.0005194582925760693      err2_b=10.545544374009095
iter = 658      errA=3428.470530893272      err2_a=0.0005135316332247901      err2_b=10.413370444981956
iter = 659      errA=3428.373203332147      err2_a=0.0005135183284666052      err2_b=10.413077744256928
iter = 660      errA=3383.168865054802      err2_a=0.0005072129345984238      err2_b=10.28458431808298
iter = 661      errA=3381.9939264859477      err2_a=0.000507049726098118      err2_b=10.281195435091428
iter = 662      errA=3374.57865244958      err2_a=0.0005060209294906714      err2_b=10.259722616664543
iter = 663      errA=3360.7717939856057      err2_a=0.0005041107112084227      err2_b=10.219374144816424
iter = 664      errA=3266.021206153909      err2_a=0.0004908836000959502      err2_b=9.94845309895112
iter = 665      errA=3256.1082835402503      err2_a=0.0004895204824859995      err2_b=9.918709273189855
iter = 666      errA=3253.533255546046      err2_a=0.0004891560350007348      err2_b=9.911611222557694
iter = 667      errA=3253.337943208464      err2_a=0.0004891283909637613      err2_b=9.911072833529708
iter = 668      errA=3246.4270221127035      err2_a=0.0004881484656437787      err2_b=9.892123872070663
iter = 669      errA=3245.5705046584126      err2_a=0.00048802703700919625      err2_b=9.88977326052034
iter = 670      errA=3156.117695074909      err2_a=0.00047546384935306414      err2_b=9.636062528717229
iter = 671      errA=3146.7100496634553      err2_a=0.00047414837253650964      err2_b=9.608919760883179
iter = 672      errA=3125.9034613403137      err2_a=0.0004712514335031769      err2_b=9.548053040817214
iter = 673      errA=3125.7700016117274      err2_a=0.00047123290131253413      err2_b=9.547659255061253
iter = 674      errA=3115.5917469532947      err2_a=0.00046981837858257023      err2_b=9.517687818826486
iter = 675      errA=3113.845520330261      err2_a=0.0004695751819768767      err2_b=9.512574720299956
iter = 676      errA=3097.000829218426      err2_a=0.0004672326705006957      err2_b=9.46300432399935
iter = 677      errA=3087.0761907582414      err2_a=0.00046585178450237423      err2_b=9.433809443166485
iter = 678      errA=3086.5831042016853      err2_a=0.0004657824522377132      err2_b=9.4324026654296
iter = 679      errA=3084.460546302715      err2_a=0.0004654836911340568      err2_b=9.426365393724373
iter = 680      errA=3059.393871286076      err2_a=0.00046197107141155244      err2_b=9.354027639240437
iter = 681      errA=3051.7771812217966      err2_a=0.00046089364726715104      err2_b=9.332628619462286
iter = 682      errA=3046.6025724941364      err2_a=0.00046015915242279387      err2_b=9.31823496771753
iter = 683      errA=3005.723559743743      err2_a=0.0004543648520908511      err2_b=9.203808425637975
iter = 684      errA=3004.6539098548      err2_a=0.00045421280269148637      err2_b=9.200835868931554
iter = 685      errA=2963.585246271504      err2_a=0.00044841607558049774      err2_b=9.084005100797677
iter = 686      errA=2944.4559673671897      err2_a=0.0004457395713875277      err2_b=9.028026019400532
iter = 687      errA=2942.5333166044034      err2_a=0.0004454712761623706      err2_b=9.02235170424386
iter = 688      errA=2942.2783275319835      err2_a=0.0004454355742597013      err2_b=9.021606356652105
iter = 689      errA=2912.9242001564867      err2_a=0.00044130418931042584      err2_b=8.93700338685675
iter = 690      errA=2906.4965325306493      err2_a=0.000440404503726297      err2_b=8.91814961244088
iter = 691      errA=2906.4176837559544      err2_a=0.00044039346836420297      err2_b=8.91791819717679
iter = 692      errA=2905.1479248773494      err2_a=0.00044021470922254855      err2_b=8.914254884968095
iter = 693      errA=2902.2126478831465      err2_a=0.0004397955917358545      err2_b=8.906140723788527
iter = 694      errA=2887.5432879450627      err2_a=0.000437700998249898      err2_b=8.865557403440583
iter = 695      errA=2807.254928350456      err2_a=0.0004263281660276756      err2_b=8.637057768970491
iter = 696      errA=2806.597667448625      err2_a=0.0004262360941377356      err2_b=8.635119364568983
iter = 697      errA=2780.841167503344      err2_a=0.00042264485388634446      err2_b=8.558066488834696
iter = 698      errA=2779.682725326142      err2_a=0.0004224840329914944      err2_b=8.554555120524082
iter = 699      errA=2762.597657230902      err2_a=0.00042004645685496205      err2_b=8.50667731915228
iter = 700      errA=2758.369836669739      err2_a=0.00041944275377875167      err2_b=8.494848926051768
iter = 701      errA=2749.917882205172      err2_a=0.0004182379527909678      err2_b=8.471064342636378
iter = 702      errA=2749.166064761844      err2_a=0.00041813007711429976      err2_b=8.468990323908411
iter = 703      errA=2708.1577775697024      err2_a=0.00041229074860424733      err2_b=8.35296753648352
iter = 704      errA=2666.3660268567046      err2_a=0.0004063720734162759      err2_b=8.232409081279574
iter = 705      errA=2663.7810468378084      err2_a=0.00040600558068329575      err2_b=8.224962602401447
iter = 706      errA=2662.1772372116006      err2_a=0.0004057779313880359      err2_b=8.220357630950723
iter = 707      errA=2659.0129284248287      err2_a=0.0004053289059484546      err2_b=8.211262609294861
iter = 708      errA=2658.4292469053826      err2_a=0.00040524590699532416      err2_b=8.209594992791976
iter = 709      errA=2643.4364069116264      err2_a=0.00040312002959627365      err2_b=8.166366507914411
iter = 710      errA=2637.972089056515      err2_a=0.0004023443310307699      err2_b=8.150651798992625
iter = 711      errA=2611.5153303032002      err2_a=0.0003985958670322227      err2_b=8.07402942957483
iter = 712      errA=2610.0159354657094      err2_a=0.0003983830170625641      err2_b=8.069706086684677
iter = 713      errA=2604.302898420399      err2_a=0.00039756792774776526      err2_b=8.053470781147249
iter = 714      errA=2603.835345430554      err2_a=0.0003975012800802719      err2_b=8.052138199471871
iter = 715      errA=2598.18717521988      err2_a=0.0003966969261587405      err2_b=8.035989845222943
iter = 716      errA=2585.7190432180237      err2_a=0.0003949010298395919      err2_b=8.00152083487898
iter = 717      errA=2584.426089011186      err2_a=0.0003947149138501815      err2_b=7.997936903246305
iter = 718      errA=2577.4130104364335      err2_a=0.0003937064396921137      err2_b=7.9784286519114
iter = 719      errA=2556.254998800756      err2_a=0.00039067436480736344      err2_b=7.918880035546825
iter = 720      errA=2555.355970643534      err2_a=0.00039054554986270583      err2_b=7.916346125958485
iter = 721      errA=2541.8747468455776      err2_a=0.00038861929968109476      err2_b=7.878006105099187
iter = 722      errA=2524.763466601532      err2_a=0.0003861769257367313      err2_b=7.8291279610914
iter = 723      errA=2489.7621776293686      err2_a=0.00038120550135618006      err2_b=7.727484362020325
iter = 724      errA=2472.563896888679      err2_a=0.0003787777821056326      err2_b=7.676541628114798
iter = 725      errA=2460.853907937464      err2_a=0.0003771339092622312      err2_b=7.64127518267001
iter = 726      errA=2459.4898628491383      err2_a=0.00037694292715502903      err2_b=7.637135088622515
iter = 727      errA=2459.3314398486923      err2_a=0.0003769206483744139      err2_b=7.6366599428014705
iter = 728      errA=2458.5871330477694      err2_a=0.0003768147057544603      err2_b=7.634502223686998
iter = 729      errA=2457.6591568199333      err2_a=0.0003766821632141332      err2_b=7.631838674563315
iter = 730      errA=2389.4292054358757      err2_a=0.0003668360581227647      err2_b=7.441249302420137
iter = 731      errA=2375.044233619463      err2_a=0.0003647828994660641      err2_b=7.39957694596409
iter = 732      errA=2374.0144771986675      err2_a=0.0003646363964990558      err2_b=7.396563936990767
iter = 733      errA=2358.2611862812973      err2_a=0.0003623894103473026      err2_b=7.350767013017718
iter = 734      errA=2340.9141784502986      err2_a=0.00035988642830732934      err2_b=7.3019221275019195
iter = 735      errA=2321.7411842016286      err2_a=0.0003571405949841355      err2_b=7.246631550039747
iter = 736      errA=2315.67470536388      err2_a=0.0003562764673738602      err2_b=7.228842886280294
iter = 737      errA=2314.655204209338      err2_a=0.000356128800414999      err2_b=7.225994249691527
iter = 738      errA=2310.1201994379508      err2_a=0.0003554726960348215      err2_b=7.2132748541524485
iter = 739      errA=2294.880586763056      err2_a=0.00035327219657480734      err2_b=7.170235560105242
iter = 740      errA=2294.193540347728      err2_a=0.00035317310045138194      err2_b=7.168287217356995
iter = 741      errA=2269.161191241892      err2_a=0.0003495392343349732      err2_b=7.09855387971503
iter = 742      errA=2212.4246713671528      err2_a=0.00034144960777197865      err2_b=6.931350222545729
iter = 743      errA=2210.927511098431      err2_a=0.0003412387558435998      err2_b=6.926774577445649
iter = 744      errA=2209.384745266409      err2_a=0.00034102161701610254      err2_b=6.922051049592961
iter = 745      errA=2208.2885733401386      err2_a=0.00034086361989018135      err2_b=6.918906736187174
iter = 746      errA=2207.7411995476273      err2_a=0.0003407833545122779      err2_b=6.9174148517468375
iter = 747      errA=2171.7504564898118      err2_a=0.0003355453670317869      err2_b=6.816823186321072
iter = 748      errA=2157.61498189205      err2_a=0.0003335028780222983      err2_b=6.776349483855808
iter = 749      errA=2157.5469506137174      err2_a=0.0003334929765912414      err2_b=6.776158606205344
iter = 750      errA=2101.27115540999      err2_a=0.00032540445679807533      err2_b=6.611914603914241
iter = 751      errA=2097.7562427389526      err2_a=0.0003248927066717578      err2_b=6.6019878465106245
iter = 752      errA=2087.226880747469      err2_a=0.00032336417094460545      err2_b=6.571968290921519
iter = 753      errA=2067.412431096636      err2_a=0.0003205010516287664      err2_b=6.514608105176362
iter = 754      errA=2067.340941883559      err2_a=0.0003204906509754683      err2_b=6.514404865103724
iter = 755      errA=2067.3072022334936      err2_a=0.00032048572960616      err2_b=6.514309659364998
iter = 756      errA=2056.2375664126976      err2_a=0.00031886633842681723      err2_b=6.483314925023617
iter = 757      errA=2041.8683034138533      err2_a=0.0003167713792422484      err2_b=6.44260282059395
iter = 758      errA=2040.5999833183776      err2_a=0.00031658645179088367      err2_b=6.439006023106874
iter = 759      errA=2038.6995221433458      err2_a=0.0003163055491315508      err2_b=6.433828520174121
iter = 760      errA=2015.5923679359232      err2_a=0.0003129064019915857      err2_b=6.369846280786987
iter = 761      errA=2013.1194856502027      err2_a=0.0003125449503378849      err2_b=6.36285621691187
iter = 762      errA=1979.8338382940212      err2_a=0.0003077191250952565      err2_b=6.266330643473873
iter = 763      errA=1975.134238750465      err2_a=0.00030703108368381637      err2_b=6.253036183562783
iter = 764      errA=1974.9772887757922      err2_a=0.00030700803927307535      err2_b=6.252595696540988
iter = 765      errA=1974.3764035713366      err2_a=0.00030691909813381174      err2_b=6.250948768437632
iter = 766      errA=1973.9269470429174      err2_a=0.0003068522288104704      err2_b=6.249735697225518
iter = 767      errA=1973.8802663400197      err2_a=0.000306845216681796      err2_b=6.249613423744766
iter = 768      errA=1963.5736769694026      err2_a=0.0003052994818075393      err2_b=6.222455137593947
iter = 769      errA=1942.9990623083258      err2_a=0.0003022349411023406      err2_b=6.166920357284538
iter = 770      errA=1897.8303101248878      err2_a=0.0002956014443792496      err2_b=6.039155550054003
iter = 771      errA=1882.7132367386962      err2_a=0.00029340930583029193      err2_b=5.994658520464195
iter = 772      errA=1882.5434039170223      err2_a=0.00029338458504471715      err2_b=5.994163122322408
iter = 773      errA=1876.6208004083774      err2_a=0.0002925236709287556      err2_b=5.9768135278560415
iter = 774      errA=1876.5502245300718      err2_a=0.0002925132321144034      err2_b=5.97661645420185
iter = 775      errA=1854.6652033685486      err2_a=0.00028927027059591547      err2_b=5.915695844232196
iter = 776      errA=1852.4095477960277      err2_a=0.0002889363826135498      err2_b=5.909383449904456
iter = 777      errA=1851.1232588272844      err2_a=0.00028874554165896803      err2_b=5.905806992405532
iter = 778      errA=1850.2324549432865      err2_a=0.0002886127420189051      err2_b=5.90336456059083
iter = 779      errA=1848.6762039134933      err2_a=0.0002883808762557549      err2_b=5.899089084933849
iter = 780      errA=1818.8385871683222      err2_a=0.00028397135667638563      err2_b=5.814923780426735
iter = 781      errA=1801.4877566400246      err2_a=0.0002814037518965071      err2_b=5.765966879586946
iter = 782      errA=1789.504072440202      err2_a=0.00027964406603508084      err2_b=5.731325626752757
iter = 783      errA=1783.5036843070018      err2_a=0.0002787636907283669      err2_b=5.71391495290558
iter = 784      errA=1781.122435094556      err2_a=0.00027841507592316804      err2_b=5.706959227759083
iter = 785      errA=1780.7787881553713      err2_a=0.0002783647979366183      err2_b=5.705953446454044
iter = 786      errA=1764.7557583012413      err2_a=0.0002759774802475283      err2_b=5.661299528656827
iter = 787      errA=1752.897540951085      err2_a=0.0002742150695985423      err2_b=5.6279242889544685
iter = 788      errA=1750.323010652646      err2_a=0.0002738248108149309      err2_b=5.621076550188669
iter = 789      errA=1734.4230723228757      err2_a=0.00027142213491623704      err2_b=5.578300366700959
iter = 790      errA=1730.3556704037842      err2_a=0.000270811061668517      err2_b=5.567143905839719
iter = 791      errA=1728.4332229094325      err2_a=0.00027052257459738414      err2_b=5.561849536904112
iter = 792      errA=1713.2376199988073      err2_a=0.00026823639157580144      err2_b=5.5202424006276924
iter = 793      errA=1712.888208945922      err2_a=0.0002681839621258496      err2_b=5.519276738592043
iter = 794      errA=1708.4586128410929      err2_a=0.0002675187662647569      err2_b=5.507056944548524
iter = 795      errA=1700.5907998451698      err2_a=0.0002663387005629118      err2_b=5.485249906599
iter = 796      errA=1696.6494018790193      err2_a=0.0002657494028287965      err2_b=5.4742137855636575
iter = 797      errA=1681.0887767949453      err2_a=0.00026343636249439727      err2_b=5.429842261641327
iter = 798      errA=1677.3384037358721      err2_a=0.00026287696657946875      err2_b=5.419229871064898
iter = 799      errA=1668.136942161402      err2_a=0.0002615015515279026      err2_b=5.393311197705903
iter = 800      errA=1666.4436888033295      err2_a=0.0002612455254390893      err2_b=5.3886895197474285
iter = 801      errA=1663.1930393771472      err2_a=0.0002607455779906435      err2_b=5.38025615602716
iter = 802      errA=1633.352866167869      err2_a=0.00025620232614092245      err2_b=5.300109677057739
iter = 803      errA=1629.328261997553      err2_a=0.00025559588745619437      err2_b=5.288927902648394
iter = 804      errA=1625.7996651937551      err2_a=0.0002550641530383815      err2_b=5.279119270617331
iter = 805      errA=1618.8199811744855      err2_a=0.0002540152766615624      err2_b=5.259543985334167
iter = 806      errA=1591.9172941106467      err2_a=0.0002500136622411223      err2_b=5.181682141643556
iter = 807      errA=1585.8365251379882      err2_a=0.0002491059310076157      err2_b=5.164193883155719
iter = 808      errA=1585.7238763137916      err2_a=0.0002490891421680892      err2_b=5.163868274090746
iter = 809      errA=1575.5066490658473      err2_a=0.0002475643992772912      err2_b=5.134404489572767
iter = 810      errA=1570.6812535083502      err2_a=0.00024683545026918103      err2_b=5.120923127015683
iter = 811      errA=1566.646145902794      err2_a=0.00024622510991677553      err2_b=5.109678389713471
iter = 812      errA=1566.441044472363      err2_a=0.0002461940682440174      err2_b=5.109107509892446
iter = 813      errA=1564.8301724515377      err2_a=0.0002459481562456344      err2_b=5.104731860358462
iter = 814      errA=1564.681214137562      err2_a=0.00024592542165060633      err2_b=5.104326901027936
iter = 815      errA=1542.3932887882897      err2_a=0.00024254555287665645      err2_b=5.042447847262913
iter = 816      errA=1539.5812148433965      err2_a=0.0002421203870587697      err2_b=5.034552691537867
iter = 817      errA=1533.3704752530814      err2_a=0.00024118153264366228      err2_b=5.017090064609955
iter = 818      errA=1532.3304030898746      err2_a=0.00024102450747775977      err2_b=5.014153097471884
iter = 819      errA=1508.6980802979451      err2_a=0.0002374649932541398      err2_b=4.946812704967293
iter = 820      errA=1508.1165099215204      err2_a=0.00023737809823155527      err2_b=4.945115111674075
iter = 821      errA=1488.7236573529767      err2_a=0.0002344582992896974      err2_b=4.889522380283172
iter = 822      errA=1488.6166888804614      err2_a=0.0002344422353104864      err2_b=4.8892129479892406
iter = 823      errA=1487.5541537605623      err2_a=0.00023428109350798662      err2_b=4.886219105642234
iter = 824      errA=1472.6514428327298      err2_a=0.0002320129097984735      err2_b=4.844558789331585
iter = 825      errA=1472.4547648267821      err2_a=0.00023198295121202938      err2_b=4.844009192276978
iter = 826      errA=1470.334263324586      err2_a=0.0002316601462592805      err2_b=4.838071997567227
iter = 827      errA=1465.2898970986955      err2_a=0.00023089258005154918      err2_b=4.823918023756654
iter = 828      errA=1458.3704861852636      err2_a=0.000229836392659042      err2_b=4.804640408553415
iter = 829      errA=1457.3442293485214      err2_a=0.00022967682831915635      err2_b=4.801925817179437
iter = 830      errA=1411.0423456734607      err2_a=0.00022259014669355237      err2_b=4.6730250560036
iter = 831      errA=1409.703479342458      err2_a=0.00022238865483624666      err2_b=4.66910421388757
iter = 832      errA=1401.6244203933995      err2_a=0.00022117687214600327      err2_b=4.645216468386131
iter = 833      errA=1397.2896663521049      err2_a=0.00022052953756055725      err2_b=4.632240364017894
iter = 834      errA=1391.4283035253106      err2_a=0.000219644228411736      err2_b=4.615172356436448
iter = 835      errA=1389.832020678976      err2_a=0.00021940148406560548      err2_b=4.610601313191196
iter = 836      errA=1357.361082697102      err2_a=0.00021441635250587956      err2_b=4.519574815095247
iter = 837      errA=1357.0756247377708      err2_a=0.00021437305191257302      err2_b=4.518745265336065
iter = 838      errA=1353.165379228521      err2_a=0.00021377683343511969      err2_b=4.507529712627237
iter = 839      errA=1350.0931182146396      err2_a=0.00021330822973855514      err2_b=4.498718410845764
iter = 840      errA=1344.42710776322      err2_a=0.00021244363706852167      err2_b=4.482470296295753
iter = 841      errA=1333.694269172867      err2_a=0.00021081585926677177      err2_b=4.451138447287546
iter = 842      errA=1316.281430447434      err2_a=0.000208199278031835      err2_b=4.398942201296442
iter = 843      errA=1315.7906903293408      err2_a=0.00020812602821863052      err2_b=4.39744398675544
iter = 844      errA=1312.640242952787      err2_a=0.000207656388601245      err2_b=4.3877920009150415
iter = 845      errA=1310.145666910377      err2_a=0.00020727613202783143      err2_b=4.380554874443808
iter = 846      errA=1308.1104640191777      err2_a=0.00020696397262034866      err2_b=4.37474068017055
iter = 847      errA=1306.1915238525287      err2_a=0.000206667761201061      err2_b=4.36934779608977
iter = 848      errA=1295.7785398665972      err2_a=0.00020506547512573134      err2_b=4.339784220533422
iter = 849      errA=1295.5539901088644      err2_a=0.00020503105964455025      err2_b=4.339139091795894
iter = 850      errA=1292.522431680296      err2_a=0.0002045667979080818      err2_b=4.330407703710032
iter = 851      errA=1290.7360625339925      err2_a=0.00020429122131267364      err2_b=4.325357134862561
iter = 852      errA=1275.0746992443055      err2_a=0.00020189133915622223      err2_b=4.280186189159995
iter = 853      errA=1273.8896307490938      err2_a=0.00020170985329372493      err2_b=4.276755240038722
iter = 854      errA=1224.1088718848575      err2_a=0.0001941338160805251      err2_b=4.129380794589024
iter = 855      errA=1223.2189759523703      err2_a=0.0001940011638230397      err2_b=4.126595789362402
iter = 856      errA=1222.9613997578394      err2_a=0.00019396213861405507      err2_b=4.1258196688369955
iter = 857      errA=1219.6358429908607      err2_a=0.00019345729531264382      err2_b=4.115841832332027
iter = 858      errA=1213.299622155011      err2_a=0.00019248548166610652      err2_b=4.0972820872844355
iter = 859      errA=1209.4421027465012      err2_a=0.00019189258286518945      err2_b=4.086026963045517
iter = 860      errA=1207.0691884652344      err2_a=0.00019152875738343082      err2_b=4.0790548251656515
iter = 861      errA=1206.9502079479978      err2_a=0.00019151052916336486      err2_b=4.078704430271053
iter = 862      errA=1178.6237175795382      err2_a=0.00018720629060965915      err2_b=3.993280253839786
iter = 863      errA=1173.2074971029328      err2_a=0.00018638944949306052      err2_b=3.9765828946522834
iter = 864      errA=1169.360255931944      err2_a=0.00018581069897517086      err2_b=3.9646384699912125
iter = 865      errA=1168.7424854918136      err2_a=0.0001857176216082262      err2_b=3.9627263386351816
iter = 866      errA=1168.1151292733466      err2_a=0.00018562245112297782      err2_b=3.960815090060801
iter = 867      errA=1149.4345312138878      err2_a=0.00018281219493482297      err2_b=3.9026402320635754
iter = 868      errA=1148.5561060514326      err2_a=0.00018267896243220506      err2_b=3.8999487663874937
iter = 869      errA=1144.7360849213705      err2_a=0.0001821001914633638      err2_b=3.8882072713637132
iter = 870      errA=1142.816456792659      err2_a=0.0001818099862009609      err2_b=3.8822721726435567
iter = 871      errA=1129.4752876825683      err2_a=0.00017980625729341947      err2_b=3.840318809878708
iter = 872      errA=1128.4305575779422      err2_a=0.00017964885104159977      err2_b=3.837050396805458
iter = 873      errA=1128.3458013822108      err2_a=0.00017963608327527196      err2_b=3.8367850951541143
iter = 874      errA=1114.830804900547      err2_a=0.00017756310508504374      err2_b=3.7961289447335167
iter = 875      errA=1100.7897780770822      err2_a=0.00017542705982218255      err2_b=3.7528938444365356
iter = 876      errA=1098.4138555785091      err2_a=0.00017506499577734342      err2_b=3.7455886681652597
iter = 877      errA=1092.772945841627      err2_a=0.00017420586281055478      err2_b=3.7282030290333137
iter = 878      errA=1092.0688980471803      err2_a=0.00017409894389761613      err2_b=3.726016647954101
iter = 879      errA=1091.6344675187854      err2_a=0.0001740328742991818      err2_b=3.7246718650757744
iter = 880      errA=1071.2374097466832      err2_a=0.00017095862706644814      err2_b=3.6600523937292575
iter = 881      errA=1068.0189839299205      err2_a=0.0001704775851295087      err2_b=3.6496348760187116
iter = 882      errA=1067.3025896417994      err2_a=0.00017037057683345924      err2_b=3.6473116550167175
iter = 883      errA=1065.8841782624543      err2_a=0.00017015760744762184      err2_b=3.642760917853518
iter = 884      errA=1065.5442476589446      err2_a=0.0001701064502826082      err2_b=3.641675449755157
iter = 885      errA=1065.2714443167538      err2_a=0.00017006540048670937      err2_b=3.640804018754705
iter = 886      errA=1062.7959165823665      err2_a=0.0001696861295533067      err2_b=3.633201759613599
iter = 887      errA=1055.146655639769      err2_a=0.00016851315448030576      err2_b=3.609720349668096
iter = 888      errA=1041.611711388755      err2_a=0.00016643134989690036      err2_b=3.5683220368904265
iter = 889      errA=1010.7994921532262      err2_a=0.00016179360798406243      err2_b=3.4687785376024793
iter = 890      errA=1010.7531896001283      err2_a=0.0001617867335755508      err2_b=3.4686239408807786
iter = 891      errA=1009.4919714627931      err2_a=0.00016159946374870115      err2_b=3.4644132094685522
iter = 892      errA=1009.0115722358141      err2_a=0.00016152659929444743      err2_b=3.462877964979651
iter = 893      errA=1004.826943109086      err2_a=0.00016088991645816922      err2_b=3.4495833326158913
iter = 894      errA=995.8007567261875      err2_a=0.00015949803773717032      err2_b=3.421667247774745
iter = 895      errA=989.8935909948698      err2_a=0.00015859387355090853      err2_b=3.4030445749320393
iter = 896      errA=989.8601977546584      err2_a=0.00015858877386858706      err2_b=3.4029386675933866
iter = 897      errA=979.2071716572907      err2_a=0.00015696140638815325      err2_b=3.3691135588787193
iter = 898      errA=977.1185958821615      err2_a=0.00015664344405916423      err2_b=3.3624190834594057
iter = 899      errA=968.62714907295      err2_a=0.00015535764461806128      err2_b=3.334840829666296
iter = 900      errA=967.206205247827      err2_a=0.00015514100416492955      err2_b=3.3302848926397193
iter = 901      errA=955.2778519869098      err2_a=0.0001533334489770864      err2_b=3.2914528462434025
iter = 902      errA=955.1600411205364      err2_a=0.000153315706522911      err2_b=3.2910635967987116
iter = 903      errA=945.7878251760715      err2_a=0.00015190240694964101      err2_b=3.2601323127136363
iter = 904      errA=944.6161564266805      err2_a=0.00015172197733430851      err2_b=3.2564241574042385
iter = 905      errA=930.6365623680208      err2_a=0.0001495785852901363      err2_b=3.2116310242201735
iter = 906      errA=930.1660873464467      err2_a=0.00014950661362716803      err2_b=3.2101121679849793
iter = 907      errA=930.0150357399375      err2_a=0.0001494834932183175      err2_b=3.2096250492564558
iter = 908      errA=929.4437201461317      err2_a=0.00014939606218710734      err2_b=3.207781638179992
iter = 909      errA=928.3152701922606      err2_a=0.00014922341030132704      err2_b=3.2041374846075414
iter = 910      errA=922.7727829702453      err2_a=0.00014837176651839436      err2_b=3.186378187095379
iter = 911      errA=914.4351132253347      err2_a=0.00014709712841145788      err2_b=3.159302118331714
iter = 912      errA=913.8619592935734      err2_a=0.00014700947954615339      err2_b=3.1574389071192486
iter = 913      errA=912.9589369832456      err2_a=0.00014687047070327555      err2_b=3.154543460943121
iter = 914      errA=903.3891643418771      err2_a=0.00014540585030491687      err2_b=3.123420496693534
iter = 915      errA=901.4343613005957      err2_a=0.00014510789307745675      err2_b=3.1169956980590343
iter = 916      errA=884.67148548308      err2_a=0.00014257108732959305      err2_b=3.0609041545438385
iter = 917      errA=884.427394984436      err2_a=0.00014253444503651555      err2_b=3.0600717786117597
iter = 918      errA=883.364371780286      err2_a=0.00014237472539148257      err2_b=3.0564519830913803
iter = 919      errA=882.8709492871383      err2_a=0.00014230040402568814      err2_b=3.0547792403371634
iter = 920      errA=882.8576238297067      err2_a=0.00014229839411174252      err2_b=3.0547341803390142
iter = 921      errA=880.8315484330835      err2_a=0.00014198431306406775      err2_b=3.0482488325432686
iter = 922      errA=880.6294343580292      err2_a=0.00014195269509034952      err2_b=3.0476140435525325
iter = 923      errA=856.5880697182776      err2_a=0.00013823215549366966      err2_b=2.969957994595142
