=========CG using MATLAB default precision=====
====DATA = ../graphs/se_1/
====error given as ||Ax - b||_2^2 and ||x - xbar||_A^2
i=6354, err2=1.30057e+07, errA = 98.2724
i=6355, err2=6.24535e+06, errA = 98.2158
i=6356, err2=1e+07, errA = 98.1703
i=6357, err2=4.81371e+06, errA = 98.1335
i=6358, err2=6.69751e+06, errA = 98.0984
i=6359, err2=4.39201e+06, errA = 98.0736
i=6360, err2=3.41225e+06, errA = 98.0369
i=6361, err2=2.18032e+06, errA = 98.0223
i=6362, err2=721110, errA = 98.0133
i=6363, err2=292115, errA = 98.0085
i=6364, err2=3.19572e+06, errA = 97.9929
i=6365, err2=3.55105e+06, errA = 97.9803
i=6366, err2=2.34751e+06, errA = 97.9339
i=6367, err2=1.23879e+06, errA = 97.9287
i=6368, err2=2.54449e+06, errA = 97.9088
i=6369, err2=995428, errA = 97.8962
i=6370, err2=622470, errA = 97.8934
i=6371, err2=1.52851e+06, errA = 97.8883
i=6372, err2=2.06056e+06, errA = 97.8785
i=6373, err2=6.63343e+06, errA = 97.8249
i=6374, err2=723272, errA = 97.8095
i=6375, err2=1.47869e+06, errA = 97.8059
i=6376, err2=485623, errA = 97.7976
i=6377, err2=1.38488e+06, errA = 97.7895
i=6378, err2=1.05836e+06, errA = 97.7771
i=6379, err2=1.8215e+06, errA = 97.7671
i=6380, err2=1.40177e+07, errA = 97.7146
i=6381, err2=2.77857e+06, errA = 97.6479
i=6382, err2=1.44347e+06, errA = 97.6393
i=6383, err2=674906, errA = 97.6297
i=6384, err2=3.797e+06, errA = 97.6181
i=6385, err2=1.41812e+06, errA = 97.6034
i=6386, err2=233918, errA = 97.5991
i=6387, err2=3.80279e+06, errA = 97.5816
i=6388, err2=1.87945e+06, errA = 97.5546
i=6389, err2=434214, errA = 97.5475
i=6390, err2=1.97542e+06, errA = 97.5366
i=6391, err2=4.01183e+06, errA = 97.5258
i=6392, err2=2.60571e+06, errA = 97.4998
i=6393, err2=2.68655e+06, errA = 97.4899
i=6394, err2=1.29946e+06, errA = 97.4709
i=6395, err2=1.43574e+06, errA = 97.4646
i=6396, err2=2.29708e+06, errA = 97.4543
i=6397, err2=1.27854e+06, errA = 97.4455
i=6398, err2=700353, errA = 97.44
i=6399, err2=284540, errA = 97.4381
i=6400, err2=715418, errA = 97.435
i=6401, err2=312961, errA = 97.4322
i=6402, err2=542792, errA = 97.4305
i=6403, err2=3.08392e+06, errA = 97.4242
i=6404, err2=1.24851e+06, errA = 97.3729
i=6405, err2=1.58204e+06, errA = 97.3567
i=6406, err2=356386, errA = 97.3474
i=6407, err2=2.52949e+06, errA = 97.338
i=6408, err2=1.60609e+06, errA = 97.3247
i=6409, err2=5.72187e+06, errA = 97.2927
i=6410, err2=2.73583e+06, errA = 97.2709
i=6411, err2=1.13156e+06, errA = 97.2586
i=6412, err2=1.38832e+06, errA = 97.2543
i=6413, err2=1.54994e+06, errA = 97.2347
i=6414, err2=6.03963e+06, errA = 97.1655
i=6415, err2=1.00064e+06, errA = 97.1349
i=6416, err2=5.53837e+06, errA = 97.122
i=6417, err2=7.10116e+06, errA = 97.0723
i=6418, err2=1.71343e+07, errA = 97.0231
i=6419, err2=4.12361e+06, errA = 96.9583
i=6420, err2=2.16101e+06, errA = 96.9397
i=6421, err2=322640, errA = 96.9312
i=6422, err2=511844, errA = 96.9294
i=6423, err2=109184, errA = 96.9279
i=6424, err2=45546.5, errA = 96.9274
i=6425, err2=419649, errA = 96.9264
i=6426, err2=372661, errA = 96.9241
i=6427, err2=680932, errA = 96.921
i=6428, err2=431353, errA = 96.9183
i=6429, err2=141407, errA = 96.9169
i=6430, err2=560694, errA = 96.9144
i=6431, err2=1.46338e+06, errA = 96.9077
i=6432, err2=892674, errA = 96.8953
i=6433, err2=639475, errA = 96.8924
i=6434, err2=354441, errA = 96.8862
i=6435, err2=701802, errA = 96.8824
i=6436, err2=317652, errA = 96.8797
i=6437, err2=1.5565e+06, errA = 96.8739
i=6438, err2=1.30654e+06, errA = 96.8637
i=6439, err2=2.61594e+06, errA = 96.8563
i=6440, err2=904034, errA = 96.8399
i=6441, err2=428192, errA = 96.8331
i=6442, err2=294095, errA = 96.8295
i=6443, err2=602693, errA = 96.8266
i=6444, err2=1.15521e+06, errA = 96.8207
i=6445, err2=495739, errA = 96.8174
i=6446, err2=962317, errA = 96.8144
i=6447, err2=320675, errA = 96.8072
i=6448, err2=486897, errA = 96.8053
i=6449, err2=1.16113e+06, errA = 96.8009
i=6450, err2=1.46085e+06, errA = 96.7927
i=6451, err2=148182, errA = 96.7896
i=6452, err2=417259, errA = 96.7867
i=6453, err2=216884, errA = 96.784
i=6454, err2=559322, errA = 96.7815
i=6455, err2=326874, errA = 96.7799
i=6456, err2=2.54727e+06, errA = 96.7664
i=6457, err2=830387, errA = 96.7593
i=6458, err2=1.404e+06, errA = 96.7469
i=6459, err2=2.07572e+06, errA = 96.7409
i=6460, err2=1.33559e+06, errA = 96.6813
i=6461, err2=2.43438e+06, errA = 96.6706
i=6462, err2=2.45795e+06, errA = 96.6507
i=6463, err2=2.32941e+06, errA = 96.6242
i=6464, err2=2.8946e+06, errA = 96.6148
i=6465, err2=2.52594e+06, errA = 96.5959
i=6466, err2=1.90876e+06, errA = 96.574
i=6467, err2=8.44835e+06, errA = 96.5431
i=6468, err2=5.62379e+06, errA = 96.5046
i=6469, err2=1.89657e+06, errA = 96.4638
i=6470, err2=795707, errA = 96.4573
i=6471, err2=736194, errA = 96.4539
i=6472, err2=578929, errA = 96.4512
i=6473, err2=1.49459e+06, errA = 96.4428
i=6474, err2=868269, errA = 96.4367
i=6475, err2=1.55334e+06, errA = 96.428
i=6476, err2=1.95925e+06, errA = 96.4174
i=6477, err2=218133, errA = 96.4133
i=6478, err2=227370, errA = 96.412
i=6479, err2=396670, errA = 96.4093
i=6480, err2=451739, errA = 96.4057
i=6481, err2=1.43713e+06, errA = 96.4006
i=6482, err2=1.90624e+06, errA = 96.393
i=6483, err2=606757, errA = 96.3859
i=6484, err2=1.34459e+06, errA = 96.3776
i=6485, err2=169383, errA = 96.3732
i=6486, err2=402107, errA = 96.3714
i=6487, err2=502684, errA = 96.3684
i=6488, err2=190558, errA = 96.3664
i=6489, err2=2.97066e+06, errA = 96.3602
i=6490, err2=204750, errA = 96.3414
i=6491, err2=2.08506e+06, errA = 96.3339
i=6492, err2=2.85069e+06, errA = 96.3244
i=6493, err2=733807, errA = 96.2926
i=6494, err2=2.77725e+06, errA = 96.2853
i=6495, err2=1.38583e+06, errA = 96.2644
i=6496, err2=285615, errA = 96.2595
i=6497, err2=838627, errA = 96.2575
i=6498, err2=453499, errA = 96.2534
i=6499, err2=504754, errA = 96.2486
i=6500, err2=238865, errA = 96.2445
i=6501, err2=72633.5, errA = 96.244
i=6502, err2=215290, errA = 96.2433
i=6503, err2=835165, errA = 96.2403
i=6504, err2=1.0263e+07, errA = 96.2
i=6505, err2=9.78538e+06, errA = 96.1507
i=6506, err2=6.24789e+06, errA = 96.073
i=6507, err2=5.53313e+06, errA = 96.0406
i=6508, err2=9.7373e+06, errA = 96.0125
i=6509, err2=4.88349e+06, errA = 95.954
i=6510, err2=4.46943e+06, errA = 95.914
i=6511, err2=2.08835e+06, errA = 95.8971
i=6512, err2=460116, errA = 95.8879
i=6513, err2=5.93841e+06, errA = 95.8684
i=6514, err2=4.38109e+06, errA = 95.8167
i=6515, err2=3.06358e+06, errA = 95.753
i=6516, err2=982137, errA = 95.7461
i=6517, err2=3.8464e+06, errA = 95.7352
i=6518, err2=3.27566e+06, errA = 95.7011
i=6519, err2=4.05618e+06, errA = 95.685
i=6520, err2=933932, errA = 95.6672
i=6521, err2=488688, errA = 95.6644
i=6522, err2=1.42954e+06, errA = 95.6485
i=6523, err2=1.5256e+06, errA = 95.6435
i=6524, err2=1.93344e+06, errA = 95.6328
i=6525, err2=1.18664e+06, errA = 95.6238
i=6526, err2=670228, errA = 95.6191
i=6527, err2=1.5257e+06, errA = 95.6075
i=6528, err2=2.67716e+06, errA = 95.596
i=6529, err2=7.36329e+06, errA = 95.579
i=6530, err2=4.44702e+06, errA = 95.5179
i=6531, err2=6.10521e+06, errA = 95.4133
i=6532, err2=5.96134e+06, errA = 95.381
i=6533, err2=6.9376e+06, errA = 95.3512
i=6534, err2=1.06677e+07, errA = 95.2684
i=6535, err2=6.61557e+06, errA = 95.2346
i=6536, err2=1.06392e+06, errA = 95.2132
i=6537, err2=2.612e+06, errA = 95.1958
i=6538, err2=6.31628e+06, errA = 95.1051
i=6539, err2=1.40655e+07, errA = 95.0323
i=6540, err2=9.42623e+06, errA = 94.9778
i=6541, err2=8.82145e+06, errA = 94.8934
i=6542, err2=2.39884e+06, errA = 94.8415
i=6543, err2=2.51455e+06, errA = 94.8313
i=6544, err2=6.04846e+06, errA = 94.8077
i=6545, err2=1.50012e+06, errA = 94.787
i=6546, err2=1.05959e+06, errA = 94.7765
i=6547, err2=2.06245e+06, errA = 94.7699
i=6548, err2=1.74279e+06, errA = 94.7576
i=6549, err2=1.57264e+06, errA = 94.7518
i=6550, err2=6.14357e+06, errA = 94.7248
i=6551, err2=7.25739e+06, errA = 94.6766
i=6552, err2=1.152e+07, errA = 94.6402
i=6553, err2=3.40907e+06, errA = 94.5293
i=6554, err2=5.90015e+06, errA = 94.492
i=6555, err2=2.00735e+06, errA = 94.4682
i=6556, err2=8.10655e+06, errA = 94.4496
i=6557, err2=5.97095e+06, errA = 94.4036
i=6558, err2=3.30631e+06, errA = 94.3815
i=6559, err2=2.70632e+06, errA = 94.3512
i=6560, err2=1.80108e+06, errA = 94.3305
i=6561, err2=3.22601e+06, errA = 94.3181
i=6562, err2=2.60816e+06, errA = 94.305
i=6563, err2=7.40586e+06, errA = 94.2848
i=6564, err2=2.07904e+07, errA = 94.123
i=6565, err2=560344, errA = 94.072
i=6566, err2=193983, errA = 94.0685
i=6567, err2=1.30581e+06, errA = 94.0638
i=6568, err2=1.35283e+06, errA = 94.04
i=6569, err2=2.8295e+06, errA = 94.0318
i=6570, err2=780080, errA = 94.0097
i=6571, err2=1.25516e+06, errA = 94.0057
i=6572, err2=726868, errA = 94.0001
i=6573, err2=265583, errA = 93.9957
i=6574, err2=68789.1, errA = 93.9952
i=6575, err2=99119.8, errA = 93.9945
i=6576, err2=73747.5, errA = 93.9938
i=6577, err2=197924, errA = 93.9927
i=6578, err2=338802, errA = 93.9915
i=6579, err2=133239, errA = 93.9894
i=6580, err2=668847, errA = 93.9862
i=6581, err2=59253.6, errA = 93.9846
i=6582, err2=118555, errA = 93.9837
i=6583, err2=412185, errA = 93.9823
i=6584, err2=991691, errA = 93.9793
i=6585, err2=1.64987e+06, errA = 93.9728
i=6586, err2=2.01015e+06, errA = 93.9637
i=6587, err2=1.16695e+07, errA = 93.9201
i=6588, err2=1.78342e+06, errA = 93.8755
i=6589, err2=401377, errA = 93.8722
i=6590, err2=1.45207e+06, errA = 93.8637
i=6591, err2=718771, errA = 93.8527
i=6592, err2=1.95306e+06, errA = 93.847
i=6593, err2=4.58942e+06, errA = 93.7944
i=6594, err2=1.65094e+07, errA = 93.6985
i=6595, err2=1.47184e+06, errA = 93.633
i=6596, err2=2.21257e+06, errA = 93.6259
i=6597, err2=1.78183e+06, errA = 93.6159
i=6598, err2=1.81512e+06, errA = 93.6042
i=6599, err2=1.30524e+06, errA = 93.597
i=6600, err2=4.22873e+06, errA = 93.5805
i=6601, err2=2.62229e+06, errA = 93.5615
i=6602, err2=358895, errA = 93.5543
i=6603, err2=557863, errA = 93.5503
i=6604, err2=495176, errA = 93.5471
i=6605, err2=279374, errA = 93.541
i=6606, err2=176997, errA = 93.5392
i=6607, err2=242153, errA = 93.5382
i=6608, err2=121400, errA = 93.5371
i=6609, err2=56367.1, errA = 93.5361
i=6610, err2=160046, errA = 93.5357
i=6611, err2=130850, errA = 93.5343
i=6612, err2=289759, errA = 93.5336
i=6613, err2=157504, errA = 93.5316
i=6614, err2=358007, errA = 93.5298
i=6615, err2=694860, errA = 93.5278
i=6616, err2=206445, errA = 93.524
i=6617, err2=288095, errA = 93.523
i=6618, err2=545189, errA = 93.5207
i=6619, err2=2.98948e+06, errA = 93.495
i=6620, err2=1.18488e+06, errA = 93.4798
i=6621, err2=1.40435e+06, errA = 93.4642
i=6622, err2=6.44675e+06, errA = 93.4513
i=6623, err2=9.27972e+06, errA = 93.3834
i=6624, err2=1.89298e+06, errA = 93.3609
i=6625, err2=1.09895e+06, errA = 93.3413
i=6626, err2=1.7086e+06, errA = 93.3354
i=6627, err2=4.18674e+06, errA = 93.3035
i=6628, err2=1.84631e+06, errA = 93.2926
i=6629, err2=1.09971e+06, errA = 93.2782
i=6630, err2=188341, errA = 93.2752
i=6631, err2=850134, errA = 93.267
i=6632, err2=303666, errA = 93.2587
i=6633, err2=74152.2, errA = 93.2578
i=6634, err2=426453, errA = 93.2566
i=6635, err2=1.40211e+06, errA = 93.2513
i=6636, err2=981122, errA = 93.2384
i=6637, err2=444188, errA = 93.2363
i=6638, err2=558259, errA = 93.232
i=6639, err2=574907, errA = 93.2283
i=6640, err2=873298, errA = 93.2257
i=6641, err2=793633, errA = 93.2191
i=6642, err2=658411, errA = 93.2155
i=6643, err2=880203, errA = 93.2121
i=6644, err2=1.09173e+06, errA = 93.2041
i=6645, err2=2.19648e+06, errA = 93.1946
i=6646, err2=3.06395e+06, errA = 93.1659
i=6647, err2=3.55547e+06, errA = 93.1493
i=6648, err2=1.64064e+06, errA = 93.1351
i=6649, err2=2.84345e+06, errA = 93.1247
i=6650, err2=830244, errA = 93.1159
i=6651, err2=709251, errA = 93.1098
i=6652, err2=1.17073e+06, errA = 93.099
i=6653, err2=3.01518e+06, errA = 93.0724
i=6654, err2=1.08912e+06, errA = 93.0636
i=6655, err2=1.12203e+06, errA = 93.0584
i=6656, err2=1.66901e+06, errA = 93.0471
i=6657, err2=316859, errA = 93.0432
i=6658, err2=1.23341e+06, errA = 93.0275
i=6659, err2=504491, errA = 93.0116
i=6660, err2=256469, errA = 93.0101
i=6661, err2=1.55855e+06, errA = 92.9992
i=6662, err2=3.10489e+06, errA = 92.9892
i=6663, err2=1.55158e+07, errA = 92.9428
i=6664, err2=1.64309e+07, errA = 92.8699
i=6665, err2=1.1946e+06, errA = 92.7956
i=6666, err2=253853, errA = 92.7923
i=6667, err2=161643, errA = 92.7916
i=6668, err2=270874, errA = 92.7897
i=6669, err2=376988, errA = 92.7871
i=6670, err2=1.23996e+06, errA = 92.7825
i=6671, err2=567740, errA = 92.7715
i=6672, err2=601255, errA = 92.7698
i=6673, err2=1.76632e+06, errA = 92.758
i=6674, err2=1.23801e+06, errA = 92.7518
i=6675, err2=1.3191e+06, errA = 92.7444
i=6676, err2=1.08052e+06, errA = 92.7332
i=6677, err2=319662, errA = 92.7301
i=6678, err2=1.19246e+06, errA = 92.7255
i=6679, err2=664896, errA = 92.7171
i=6680, err2=516463, errA = 92.7103
i=6681, err2=2.37935e+06, errA = 92.7039
i=6682, err2=367223, errA = 92.6951
i=6683, err2=1.08264e+06, errA = 92.6899
i=6684, err2=1.24698e+06, errA = 92.6841
i=6685, err2=704041, errA = 92.676
i=6686, err2=802239, errA = 92.6724
i=6687, err2=1.99655e+06, errA = 92.6468
i=6688, err2=1.3907e+07, errA = 92.575
i=6689, err2=2.3586e+06, errA = 92.5471
i=6690, err2=6.87248e+06, errA = 92.5107
i=6691, err2=1.34354e+06, errA = 92.4928
i=6692, err2=5.88254e+06, errA = 92.4755
i=6693, err2=5.92409e+06, errA = 92.449
i=6694, err2=4.47853e+06, errA = 92.4091
i=6695, err2=1.91422e+06, errA = 92.3719
i=6696, err2=2.87586e+06, errA = 92.3594
i=6697, err2=7.68692e+06, errA = 92.339
i=6698, err2=7.40475e+06, errA = 92.2879
i=6699, err2=2.32472e+06, errA = 92.2648
i=6700, err2=2.7933e+06, errA = 92.2447
i=6701, err2=5.61932e+06, errA = 92.2182
i=6702, err2=2.21017e+06, errA = 92.1915
i=6703, err2=1.2261e+06, errA = 92.1753
i=6704, err2=3.49043e+06, errA = 92.1533
i=6705, err2=7.16001e+06, errA = 92.126
i=6706, err2=4.3256e+06, errA = 92.0948
i=6707, err2=1.31354e+06, errA = 92.0701
i=6708, err2=2.48365e+06, errA = 92.0608
i=6709, err2=2.4583e+06, errA = 92.0486
i=6710, err2=968881, errA = 92.0375
i=6711, err2=738580, errA = 92.0295
i=6712, err2=251287, errA = 92.0268
i=6713, err2=349093, errA = 92.0201
i=6714, err2=658867, errA = 92.0183
i=6715, err2=2.59402e+06, errA = 92.01
i=6716, err2=1.55852e+06, errA = 91.9989
i=6717, err2=1.11883e+06, errA = 91.9914
i=6718, err2=1.05195e+06, errA = 91.9843
i=6719, err2=1.6753e+06, errA = 91.9767
i=6720, err2=391833, errA = 91.9723
i=6721, err2=284370, errA = 91.9705
i=6722, err2=411986, errA = 91.9668
i=6723, err2=1.18027e+06, errA = 91.9639
i=6724, err2=683684, errA = 91.9548
i=6725, err2=162677, errA = 91.9534
i=6726, err2=631400, errA = 91.9504
i=6727, err2=2.06946e+06, errA = 91.9315
i=6728, err2=1.76239e+06, errA = 91.9153
i=6729, err2=210821, errA = 91.9091
i=6730, err2=1.13807e+06, errA = 91.9058
i=6731, err2=168657, errA = 91.9007
i=6732, err2=557410, errA = 91.8962
i=6733, err2=817318, errA = 91.891
i=6734, err2=592916, errA = 91.8883
i=6735, err2=684132, errA = 91.8828
i=6736, err2=145534, errA = 91.8808
i=6737, err2=137243, errA = 91.8797
i=6738, err2=111167, errA = 91.8789
i=6739, err2=84326.7, errA = 91.8785
i=6740, err2=636524, errA = 91.8767
i=6741, err2=655312, errA = 91.873
i=6742, err2=3.0634e+06, errA = 91.865
i=6743, err2=408875, errA = 91.8544
i=6744, err2=294655, errA = 91.8477
i=6745, err2=282839, errA = 91.8468
i=6746, err2=164346, errA = 91.8444
i=6747, err2=654388, errA = 91.8422
i=6748, err2=2.14002e+06, errA = 91.8358
i=6749, err2=202586, errA = 91.829
i=6750, err2=118533, errA = 91.828
i=6751, err2=277332, errA = 91.827
i=6752, err2=2.71577e+06, errA = 91.7916
i=6753, err2=917595, errA = 91.7822
i=6754, err2=723174, errA = 91.7773
i=6755, err2=503300, errA = 91.7734
i=6756, err2=494377, errA = 91.7701
i=6757, err2=1.17352e+06, errA = 91.7631
i=6758, err2=3.35205e+06, errA = 91.7503
i=6759, err2=1.10113e+06, errA = 91.7363
i=6760, err2=2.07364e+06, errA = 91.7269
i=6761, err2=2.39207e+06, errA = 91.7132
i=6762, err2=240253, errA = 91.7074
i=6763, err2=763921, errA = 91.704
i=6764, err2=867864, errA = 91.6884
i=6765, err2=975972, errA = 91.6854
i=6766, err2=461587, errA = 91.6802
i=6767, err2=267842, errA = 91.6784
i=6768, err2=274925, errA = 91.677
i=6769, err2=879169, errA = 91.6739
i=6770, err2=467696, errA = 91.6684
i=6771, err2=398778, errA = 91.6671
i=6772, err2=322537, errA = 91.6614
i=6773, err2=399078, errA = 91.6597
i=6774, err2=314021, errA = 91.6579
i=6775, err2=1.2153e+06, errA = 91.6547
i=6776, err2=843458, errA = 91.6449
i=6777, err2=371316, errA = 91.6429
i=6778, err2=1.16836e+06, errA = 91.6327
i=6779, err2=1.63075e+06, errA = 91.6247
i=6780, err2=1.95704e+06, errA = 91.6126
i=6781, err2=353158, errA = 91.6041
i=6782, err2=233364, errA = 91.6019
i=6783, err2=254945, errA = 91.5988
i=6784, err2=910422, errA = 91.589
i=6785, err2=659107, errA = 91.575
i=6786, err2=560517, errA = 91.572
i=6787, err2=47872.8, errA = 91.5706
i=6788, err2=352559, errA = 91.5692
i=6789, err2=104786, errA = 91.5675
i=6790, err2=152367, errA = 91.5671
i=6791, err2=70398.9, errA = 91.5663
i=6792, err2=351327, errA = 91.5653
i=6793, err2=494594, errA = 91.5618
i=6794, err2=752532, errA = 91.559
i=6795, err2=1.09201e+06, errA = 91.5529
i=6796, err2=202271, errA = 91.5504
i=6797, err2=386451, errA = 91.5485
i=6798, err2=524181, errA = 91.5464
i=6799, err2=816332, errA = 91.5408
i=6800, err2=295385, errA = 91.5353
i=6801, err2=250583, errA = 91.5333
i=6802, err2=791815, errA = 91.5314
i=6803, err2=351610, errA = 91.5248
i=6804, err2=263292, errA = 91.5237
i=6805, err2=218930, errA = 91.5224
i=6806, err2=214623, errA = 91.5203
i=6807, err2=471653, errA = 91.5187
i=6808, err2=128971, errA = 91.5162
i=6809, err2=69775.5, errA = 91.5157
i=6810, err2=653597, errA = 91.5139
i=6811, err2=697957, errA = 91.5045
i=6812, err2=1.23238e+06, errA = 91.4986
i=6813, err2=554469, errA = 91.4907
i=6814, err2=1.64229e+06, errA = 91.4787
i=6815, err2=556283, errA = 91.4741
i=6816, err2=525390, errA = 91.4715
i=6817, err2=1.92947e+06, errA = 91.4662
i=6818, err2=807624, errA = 91.4493
i=6819, err2=1.59857e+06, errA = 91.4457
i=6820, err2=761593, errA = 91.4312
i=6821, err2=117156, errA = 91.428
i=6822, err2=520464, errA = 91.4225
i=6823, err2=1.9064e+06, errA = 91.4143
i=6824, err2=1.50579e+06, errA = 91.4085
i=6825, err2=1.9716e+06, errA = 91.3872
i=6826, err2=375540, errA = 91.3687
i=6827, err2=281883, errA = 91.3672
i=6828, err2=171737, errA = 91.3662
i=6829, err2=378410, errA = 91.3649
i=6830, err2=289558, errA = 91.3626
i=6831, err2=238457, errA = 91.3616
i=6832, err2=964832, errA = 91.357
i=6833, err2=2.16729e+06, errA = 91.3486
i=6834, err2=559166, errA = 91.3378
i=6835, err2=321008, errA = 91.3357
i=6836, err2=534423, errA = 91.3324
i=6837, err2=639810, errA = 91.3291
i=6838, err2=617782, errA = 91.3251
i=6839, err2=278109, errA = 91.3205
i=6840, err2=370737, errA = 91.3184
i=6841, err2=874439, errA = 91.3128
i=6842, err2=391918, errA = 91.3106
i=6843, err2=2.20699e+06, errA = 91.3019
i=6844, err2=362203, errA = 91.2959
i=6845, err2=334093, errA = 91.2943
i=6846, err2=184425, errA = 91.2931
i=6847, err2=525150, errA = 91.2912
i=6848, err2=74819.6, errA = 91.2887
i=6849, err2=487411, errA = 91.2843
i=6850, err2=577916, errA = 91.2812
i=6851, err2=1.08944e+06, errA = 91.2766
i=6852, err2=220936, errA = 91.2738
i=6853, err2=159497, errA = 91.2729
i=6854, err2=639506, errA = 91.2702
i=6855, err2=933553, errA = 91.2653
i=6856, err2=90378.8, errA = 91.2607
i=6857, err2=311018, errA = 91.26
i=6858, err2=894518, errA = 91.257
i=6859, err2=1.07797e+06, errA = 91.2486
i=6860, err2=3.5299e+06, errA = 91.1956
i=6861, err2=6.05403e+06, errA = 91.1773
i=6862, err2=2.86887e+06, errA = 91.14
i=6863, err2=2.86192e+06, errA = 91.0855
i=6864, err2=1.34455e+06, errA = 91.069
i=6865, err2=2.87993e+06, errA = 91.0404
i=6866, err2=2.07039e+06, errA = 91.0314
i=6867, err2=1.14714e+06, errA = 91.0222
i=6868, err2=3.73568e+06, errA = 91.0102
i=6869, err2=2.53186e+06, errA = 90.9947
i=6870, err2=6.0955e+06, errA = 90.9731
i=6871, err2=4.99381e+06, errA = 90.9369
i=6872, err2=2.73384e+06, errA = 90.9155
i=6873, err2=2.20375e+06, errA = 90.8991
i=6874, err2=1.44332e+06, errA = 90.8842
i=6875, err2=4.11573e+06, errA = 90.8706
i=6876, err2=3.35222e+06, errA = 90.8393
i=6877, err2=9.68193e+06, errA = 90.8051
i=6878, err2=3.24615e+06, errA = 90.717
i=6879, err2=5.61987e+06, errA = 90.6947
i=6880, err2=4.76388e+06, errA = 90.6696
i=6881, err2=3.91505e+06, errA = 90.6479
i=6882, err2=5.66303e+06, errA = 90.6298
i=6883, err2=7.75075e+06, errA = 90.5392
i=6884, err2=1.48326e+06, errA = 90.519
i=6885, err2=2.381e+06, errA = 90.4932
i=6886, err2=480723, errA = 90.4889
i=6887, err2=3.45548e+06, errA = 90.4695
i=6888, err2=1.34052e+06, errA = 90.4236
i=6889, err2=1.6187e+06, errA = 90.4171
i=6890, err2=926943, errA = 90.4082
