iter=10      res2=0.956165      err2=1.74474      errA=0.947332
iter=660      res2=1.51985e-06      err2=0.000262894      errA=3.7284e-06
iter=670      res2=1.48946e-06      err2=0.000262921      errA=3.72503e-06
iter=680      res2=1.52614e-06      err2=0.000262792      errA=3.72752e-06
iter=690      res2=1.46898e-06      err2=0.000262663      errA=3.72328e-06
iter=700      res2=1.45189e-06      err2=0.000262784      errA=3.72258e-06
iter=710      res2=1.4905e-06      err2=0.000262708      errA=3.72816e-06
iter=720      res2=1.47459e-06      err2=0.00026274      errA=3.72901e-06
iter=730      res2=1.47517e-06      err2=0.000262793      errA=3.73241e-06
iter=740      res2=1.5147e-06      err2=0.000262798      errA=3.73842e-06
iter=750      res2=1.47533e-06      err2=0.000262806      errA=3.73406e-06
iter=760      res2=1.46228e-06      err2=0.000262861      errA=3.73442e-06
iter=770      res2=1.43092e-06      err2=0.0002628      errA=3.73149e-06
iter=780      res2=1.3852e-06      err2=0.000262792      errA=3.72806e-06
iter=790      res2=1.40169e-06      err2=0.000262793      errA=3.73418e-06
iter=800      res2=1.37293e-06      err2=0.000262767      errA=3.73667e-06
iter=810      res2=1.34182e-06      err2=0.000262764      errA=3.72944e-06
iter=820      res2=1.35258e-06      err2=0.000262765      errA=3.72943e-06
iter=830      res2=1.36016e-06      err2=0.000262776      errA=3.73472e-06
iter=840      res2=1.32809e-06      err2=0.000262747      errA=3.73353e-06
