iter=10      res2=0.992296      err2=1.04391      errA=0.980358
iter=550      res2=0.00645327      err2=0.0215957      errA=0.0111345
iter=560      res2=0.00595587      err2=0.0205075      errA=0.0102824
iter=570      res2=0.00542484      err2=0.0185267      errA=0.0093894
iter=580      res2=0.00501691      err2=0.0168726      errA=0.00868696
iter=590      res2=0.0046367      err2=0.016236      errA=0.00805888
iter=600      res2=0.00420963      err2=0.0152659      errA=0.00732717
iter=610      res2=0.00386804      err2=0.0138018      errA=0.00674197
iter=620      res2=0.00357776      err2=0.0127984      errA=0.00625003
iter=630      res2=0.00327788      err2=0.0116584      errA=0.00574299
iter=640      res2=0.00299401      err2=0.0106208      errA=0.00525651
iter=650      res2=0.00277531      err2=0.00973925      errA=0.00487291
iter=660      res2=0.00256092      err2=0.0090151      errA=0.00450384
iter=670      res2=0.00235312      err2=0.00825118      errA=0.00414455
iter=680      res2=0.0021701      err2=0.00787778      errA=0.00383297
iter=690      res2=0.00198014      err2=0.00713264      errA=0.00349906
iter=700      res2=0.00181331      err2=0.00615269      errA=0.00320796
iter=710      res2=0.00167149      err2=0.00575339      errA=0.00296074
iter=720      res2=0.00151259      err2=0.00523562      errA=0.00268391
iter=730      res2=0.00140588      err2=0.0048642      errA=0.00249603
iter=740      res2=0.00129307      err2=0.004513      errA=0.00229715
iter=750      res2=0.00118306      err2=0.00407407      errA=0.00210419
iter=760      res2=0.00108165      err2=0.0036375      errA=0.00192249
iter=770      res2=0.00100183      err2=0.00343325      errA=0.00178633
iter=780      res2=0.000921496      err2=0.0031638      errA=0.00164459
iter=790      res2=0.000846982      err2=0.00296586      errA=0.00151322
iter=800      res2=0.000772342      err2=0.00272372      errA=0.00138005
iter=810      res2=0.000718443      err2=0.00253945      errA=0.0012871
iter=820      res2=0.00065116      err2=0.00229416      errA=0.00117003
iter=830      res2=0.000600617      err2=0.00213759      errA=0.00108064
iter=840      res2=0.000552876      err2=0.00197349      errA=0.000996831
iter=850      res2=0.000509531      err2=0.00182385      errA=0.000920682
iter=860      res2=0.00046671      err2=0.00167489      errA=0.000845073
iter=870      res2=0.000426552      err2=0.00154556      errA=0.000774014
iter=880      res2=0.000390161      err2=0.00140517      errA=0.000709614
iter=890      res2=0.000358809      err2=0.00131284      errA=0.000653456
iter=900      res2=0.00033062      err2=0.00120625      errA=0.000602655
iter=910      res2=0.000304608      err2=0.00107891      errA=0.000556872
iter=920      res2=0.000278015      err2=0.000986209      errA=0.000509088
iter=930      res2=0.000257193      err2=0.000913373      errA=0.000472252
iter=940      res2=0.000237057      err2=0.000862476      errA=0.000436043
iter=950      res2=0.000214201      err2=0.000786506      errA=0.000395241
iter=960      res2=0.000198858      err2=0.000708711      errA=0.000367717
iter=970      res2=0.000180814      err2=0.000672127      errA=0.000335568
iter=980      res2=0.000167883      err2=0.000609186      errA=0.000311357
iter=990      res2=0.00015342      err2=0.000559568      errA=0.000285638
