iter=10      res2=0.991417      err2=1.04816      errA=0.978186
iter=690      res2=0.00014694      err2=0.000536814      errA=0.00027436
iter=700      res2=0.000133794      err2=0.000496423      errA=0.000249812
iter=710      res2=0.000118275      err2=0.000433183      errA=0.000221241
iter=720      res2=0.000107298      err2=0.00038973      errA=0.000201087
iter=730      res2=9.68512e-05      err2=0.000355957      errA=0.00018191
iter=740      res2=8.60692e-05      err2=0.000312112      errA=0.000162034
iter=750      res2=7.81044e-05      err2=0.000286785      errA=0.00014728
iter=760      res2=6.94914e-05      err2=0.000255411      errA=0.000131341
iter=770      res2=6.31072e-05      err2=0.00023337      errA=0.000119521
iter=780      res2=5.68981e-05      err2=0.000211646      errA=0.000107967
iter=790      res2=5.15508e-05      err2=0.000191605      errA=9.80806e-05
iter=800      res2=4.66545e-05      err2=0.000173302      errA=8.88791e-05
iter=810      res2=4.22447e-05      err2=0.000154225      errA=8.05169e-05
iter=820      res2=3.82804e-05      err2=0.00014134      errA=7.30949e-05
iter=830      res2=3.43494e-05      err2=0.000128367      errA=6.57166e-05
iter=840      res2=3.14797e-05      err2=0.000121009      errA=6.02856e-05
iter=850      res2=2.86487e-05      err2=0.00010638      errA=5.49541e-05
iter=860      res2=2.58831e-05      err2=9.81834e-05      errA=4.96445e-05
iter=870      res2=2.33694e-05      err2=8.87811e-05      errA=4.49035e-05
iter=880      res2=2.13125e-05      err2=8.34107e-05      errA=4.09297e-05
iter=890      res2=1.94078e-05      err2=7.29502e-05      errA=3.73129e-05
iter=900      res2=1.78213e-05      err2=6.60499e-05      errA=3.42791e-05
iter=910      res2=1.62035e-05      err2=6.09011e-05      errA=3.11399e-05
iter=920      res2=1.47468e-05      err2=5.71576e-05      errA=2.83736e-05
iter=930      res2=1.35534e-05      err2=5.16445e-05      errA=2.61406e-05
iter=940      res2=1.25126e-05      err2=4.78442e-05      errA=2.41158e-05
iter=950      res2=1.11993e-05      err2=4.21938e-05      errA=2.15876e-05
iter=960      res2=1.02077e-05      err2=3.86152e-05      errA=1.96879e-05
iter=970      res2=9.43985e-06      err2=3.54727e-05      errA=1.81966e-05
iter=980      res2=8.77507e-06      err2=3.31408e-05      errA=1.68626e-05
iter=990      res2=8.13354e-06      err2=3.14673e-05      errA=1.56207e-05
